id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
836225,The Exorcism of God,The Exorcism of God,en,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",God and the Devil cannot exist in the same body.,2022-03-11,/hangTmbxpSV4gpHG7MgSlCWSSFa.jpg,537.252,637,7.3,1500000,0,98,Released,False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,Horror,,
801071,The Jack in the Box: Awakening,The Jack in the Box: Awakening,en,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",Once you open the box... you can't escape it.,2022-02-24,/3Ib8vlWTrAKRrTWUrTrZPOMW4jp.jpg,527.579,157,6.4,0,0,89,Released,False,/xHRabofjmMGoIV3mb6xgy4nwOcS.jpg,Horror,916357.0,Jack in the Box Collection
852830,Torn Hearts,Torn Hearts,en,"A promising up-and-coming country duo seek out the secluded mansion of their idol Harper Dutch, a former country music star and Nashville royalty turned recluse. What starts out as a friendly visit devolves into a twisted series of horrors forcing the friends to confront the lengths they will go to in pursuit of their dreams.",,2022-05-20,/w8dSAuMHUgx0lYSB6wAAURStcGM.jpg,525.876,39,6.1,0,0,97,Released,False,/t6Fs0EOFIxzEGHZLHxJ3v7K4JRB.jpg,"Horror, Music, Thriller",,
758724,The Cellar,The Cellar,en,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",An ancient evil has awoken.,2022-03-25,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,513.757,257,6.6,0,0,94,Released,False,/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg,"Horror, Mystery",,
816952,My Best Friend's Exorcism,My Best Friend's Exorcism,en,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",True friendship is worth going to hell and back.,2022-09-29,/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg,501.921,43,6.1,0,0,96,Released,False,/gX6VtQ7X6GRvcJQJhFZO9ZJ00q7.jpg,"Comedy, Horror",,
755566,Day Shift,Day Shift,en,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,Some jobs really go for the throat.,2022-08-10,/bI7lGR5HuYlENlp11brKUAaPHuO.jpg,449.683,1129,6.9,0,0,113,Released,False,/5L6RPHHUFlsliTqKRmUxFnIkXpR.jpg,"Action, Comedy, Fantasy, Horror",,
896448,Beneath the Surface,Beneath the Surface,en,"A young woman survives a great white shark attack, whilst on a family boating vacation, however soon realizes the nightmare is far from over. Those around her can not be trusted, and she must face her demons, if she is to step back in the water.",Prey you will make it out alive!,2022-04-01,/xXE9IDEFiye0zNzmnT0eUDbGyVI.jpg,412.34,50,6.9,0,0,93,Released,False,/cetU6lsj5bFCCFTWezGISmYwDAG.jpg,"Fantasy, Horror, Mystery, Thriller",,
629015,Shut In,Shut In,en,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,The will to live is found within.,2022-03-24,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,399.436,224,7.2,0,304106,90,Released,False,/ufagam4FwlIcgPqJlr21EshNkNd.jpg,"Horror, Thriller",,
661791,La abuela,The Grandmother,es,"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",Nobody will love you like I do.,2022-01-28,/ri3KIjGp3Ek6iKUsTzMigmxTvdw.jpg,381.305,272,5.9,0,0,100,Released,False,/cmRgcH2sOl5dZrOB1tAbZZn5e9b.jpg,"Drama, Horror",,
25853,Dahmer,Dahmer,en,"On February 15, 1992 in Milwaukee, Wisconsin, Jeffrey Dahmer, one of the world's most infamous serial killers, was convicted of 15 counts of murder and sentenced to 937 years in federal prison. This movie is based on events from his life.",The mind is a place of its own.,2002-06-21,/gZPrXBXYf2s4VztHdQpd0441jF6.jpg,378.39,220,5.2,250000,144008,101,Released,False,/22KKqRN37JMGcY4hqPHXLnvCMFm.jpg,"Drama, Horror",,
945657,Titanic 666,Titanic 666,en,"After a mammoth cruise ship sails over the site of the Titanic’s disaster, dark and deadly events start to occur on board. As the ship’s captain investigates the tragic occurrences, it becomes clear that the passengers and crew from the original Titanic have returned.",,2022-04-15,/EX0ITg5YqDgFHjujpTNhEPaJSL.jpg,372.136,98,6.0,0,0,91,Released,False,/5DCIRgOrCTayoCGggVn1kyqs1Vh.jpg,"Horror, Thriller",,
871832,Visitante,Visitor,es,"Marga, who’s in the middle of a marital crisis with her husband Daniel, decides to spend a few days alone in her old, family home. Once there, she starts to sense some strange and terrifying phenomena happening around her: an invisible entity seems to know a lot about her, among other things, that she’s having an affair with Carlos, an old friend from college.  Marga has fallen pregnant by Carlos and on the day she’s going to have a secret abortion, the entity won’t let her leave the house. On the verge of madness, Marga discovers a portal in the house that leads to another reality. In this reality lives her other self and she’s actually trying to warn herself that something terrible is about to happen to her, unless she makes a decision…",Another reality. Other fears.,2021-02-11,/bDJFx39hKbvMlEXZMcVAc00YeaB.jpg,358.179,7,6.1,0,0,99,Released,False,/5wDyK62lGdgRh7rofKynqCbTuTA.jpg,Horror,,
610253,Halloween Kills,Halloween Kills,en,"The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.",Evil dies tonight.,2021-10-14,/qmJGd5IfURq8iPQ9KF3les47vFS.jpg,315.027,1941,6.7,20000000,131647155,105,Released,False,/5P0PtxIneLNMq7m0crF1R9Sjzpv.jpg,"Horror, Thriller",91361.0,Halloween Collection
864370,咒,Incantation,zh,"Inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  WARNING: This is a cursed video, it might contain certain risks to watch. For those who dares to follow, please solve the puzzle of my daughter's curse with me.",Do you believe in blessings?,2022-03-18,/6zltP23zLGPogsHZUazSrrwNuKs.jpg,313.282,339,6.9,0,5700000,111,Released,False,/vqEX1uF3Spl12rOACQ3gJ6j4MSR.jpg,Horror,,
756681,Veneciafrenia,Veneciafrenia,es,A group of spanish tourists in Venice finds themselves fighting for their lives against locals that are not too keen on foreigners.,,2022-04-22,/luMC56bwZqaECYRz6X7sXjqN6nd.jpg,302.239,133,6.1,0,0,100,Released,False,/egS5SHI4Ppwmb65lUjqsy79ASnN.jpg,Horror,,
632727,Texas Chainsaw Massacre,Texas Chainsaw Massacre,en,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",The face of madness returns.,2022-02-18,/e8vYPpkUJpf5Ils99kxF0Ev73ay.jpg,293.443,958,5.3,20000000,0,83,Released,False,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,"Horror, Thriller",111751.0,Texas Chainsaw Massacre Collection
646385,Scream,Scream,en,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",It's always someone you know.,2022-01-12,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,291.196,1732,6.7,24000000,140000000,114,Released,False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"Horror, Mystery, Thriller",2602.0,Scream Collection
613093,Malnazidos,Valley of the Dead,es,"During the Spanish Civil War, sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.",,2020-10-08,/avokvOwhjVR9GgISsSSgb2A343G.jpg,276.369,201,6.3,0,0,101,Released,False,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,"Comedy, Horror, War",,
616820,Halloween Ends,Halloween Ends,en,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",,2022-10-12,/3aEJDJ9O8lsRMM9Xaxxm5kNyt0N.jpg,270.269,2,10.0,20000000,0,111,Released,False,/1UlTowc5vfrgXUVT6OnlU0TOiij.jpg,"Horror, Mystery, Thriller",91361.0,Halloween Collection
49690,Smile,Smile,it,A carefree summer vacation turns into an inescapable terror trap for a group of young students who buy a vintage instant camera from a mysterious local shop owner...,Point. Shoot. Die.,2009-08-28,/5Hk4ubepZZNwlNEbyYt2ejzCvr5.jpg,266.502,16,3.9,0,0,119,Released,False,/9t60OgpIzoyLiL4nmQXb0ZNmbQA.jpg,"Horror, Thriller",,
21208,Orphan,Orphan,en,"After losing their baby, a married couple adopt 9-year old Esther, who may not be as innocent as she seems.",There's something wrong with Esther.,2009-07-24,/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,265.858,4403,7.0,20000000,77912251,123,Released,False,/blJVWug8FJggb9gs6NuooyOWBTP.jpg,"Horror, Mystery, Thriller",760193.0,Orphan Collection
825808,See for Me,See for Me,en,"When blind former skier Sophie cat-sits in a secluded mansion, three thieves invade for the hidden safe. Sophie's only defense is army veteran Kelly, who she meets on the See For Me app. Kelly helps Sophie defend herself against the invaders and survive.",Seeing is surviving.,2022-01-07,/qk1ZERG6yhwAJqTobmDgw8jRL2C.jpg,254.809,110,6.1,0,0,92,Released,False,/tzNx4y7kYf1Xw3F3T6QxrE7PPwb.jpg,"Crime, Drama, Horror, Mystery, Thriller",,
831410,Bring It On: Cheer or Die,Bring It On: Cheer or Die,en,"Held down by restrictive rules, an embattled cheerleading squad seeks the freedom of a creepy, closed school gym to practice for regionals, but when members of the squad start to disappear, the cheerleaders must unmask their assailant to save themselves.",Bring on the thrills. Bring on the kills. Bring on the cheer.,2022-09-27,/wiWPu2Csgu7mf2XnU6WLcND487q.jpg,253.614,34,6.2,0,0,0,Released,False,/mYOooABOzWRaFMRWDhUAXiKuTaO.jpg,"Comedy, Horror, Thriller, TV Movie",430186.0,Bring It On Collection
833425,No Exit,No Exit,en,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",Who will survive the dead of winter?,2022-02-25,/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,252.675,750,7.0,0,0,96,Released,False,/2il2HT8v6NAN7oinOCuHKpEhgnB.jpg,"Horror, Mystery, Thriller",,
816977,They/Them,They/Them,en,Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.,Fear doesn't discriminate.,2022-07-24,/85TJ4udfUOwFIlvQL6EMFvvbvN5.jpg,249.32,105,5.3,0,0,101,Released,False,/5spmzlcl3GmtMwQfptTVgMwdM3.jpg,"Horror, Thriller",,
803114,The Requin,The Requin,en,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",Terror will surface.,2022-01-28,/i0z8g2VRZP3dhVvvSMilbOZMKqR.jpg,248.496,191,4.7,0,0,89,Released,False,/eVSa4TpyXbOdk9fXSD6OcORJGtv.jpg,"Horror, Thriller",,
55341,Jeepers Creepers 3,Jeepers Creepers 3,en,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",Third Time's the Charm,2017-09-26,/pK7ge28ubs45av9aGEbVWW7ZbA8.jpg,246.189,692,4.9,6200000,3600000,100,Released,False,/l49X7KxytkRCdXrpAu92QqxVrN5.jpg,"Horror, Mystery, Thriller",94899.0,Jeepers Creepers Collection
423108,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",The demonic case that shocked America.,2021-05-25,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,246.13,4689,7.6,39000000,201000000,111,Released,False,/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg,"Horror, Mystery, Thriller",313086.0,The Conjuring Collection
460458,Resident Evil: Welcome to Raccoon City,Resident Evil: Welcome to Raccoon City,en,"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",Witness the beginning of evil.,2021-11-24,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,245.332,1831,6.1,40000000,38600612,107,Released,False,/o76ZDm8PS9791XiuieNB93UZcRV.jpg,"Action, Horror, Science Fiction",,
960258,Shark Bait,Shark Bait,en,"A group of friends enjoying a weekend steal a couple of jetskis racing them out to sea, ending up in a horrific head-on collision. They struggle to find a way home with a badly injured friend while from the waters below predators lurk.",Terror runs deep.,2022-05-13,/bVUgMgVozyFScDM3quP412kXrT.jpg,242.754,163,6.0,0,0,87,Released,False,/dvHKdXijoN1OEzGcPhd0eRvkfMd.jpg,"Action, Adventure, Horror, Thriller",,
639721,The Addams Family 2,The Addams Family 2,en,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,Unhappy to see you again.,2021-10-01,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,241.156,953,7.1,0,119815153,93,Released,False,/9e6wp707XMouPG939o2fHunXXJR.jpg,"Adventure, Animation, Comedy, Family, Fantasy, Horror",750822.0,The Addams Family (Animated) Collection
474350,It Chapter Two,It Chapter Two,en,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",You'll Float Again,2019-09-04,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,230.451,7221,6.9,79000000,473122525,170,Released,False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,"Fantasy, Horror",477962.0,It Collection
852485,She Will,She Will,en,"Veronica, an aging film star, retreats to the Scottish countryside with her nurse Desi to recover from  a double mastectomy. While there, mysterious forces give Veronica the power to enact revenge within her dreams.",Unleash the past.,2022-07-15,/cbN1YWgBmwqGzqF6ZTsM96dub4r.jpg,229.223,24,5.6,0,40958,95,Released,False,/ceSQcIWWKSwubn4ny8BlWtE5q7u.jpg,"Drama, Horror, Thriller",,
895744,Studio 666,Studio 666,en,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",He gives new meaning to a killer track.,2022-02-24,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,227.919,106,6.3,0,3000776,106,Released,False,/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,"Comedy, Horror, Music",,
708471,El último zombi,The Last Zombie,es,,Soon we will all be...,2021-12-02,/yM8a1dDRsJUhq1xKxq1UNdWXpod.jpg,226.0,3,5.7,0,0,85,Released,False,/eHRtXoPDAUUX7LWXvQfFAK2nFkG.jpg,Horror,,
869399,La pasajera,The Passenger,es,"Four people traveling in a van run over a lone woman while she is walking in the dark down a country road. After loading her into the vehicle to take her to the nearest hospital, they notice that she is behaving rather strangely. The occupants of the van soon realise that the time has come to fight for their lives, and together they agree on one very simple rule: ""do not sit next to her.""",Don't sit next to her,2022-06-03,/6bYCDIYqT3GpE6ICnMP6HvUlJMT.jpg,220.766,25,6.4,0,0,90,Released,False,/9hhRzLzP1enjENXiGJocAHyWFmS.jpg,Horror,,
697799,WarHunt,WarHunt,en,"1945. A U.S. military cargo plane loses control and violently crashes behind enemy lines in the middle of the German black forest. Major Johnson sends a squad of his bravest soldiers on a rescue mission to retrieve the top-secret material the plane was carrying, led by Sergeants Brewer and Walsh. They soon discover hanged Nazi soldiers and other dead bodies bearing ancient, magical symbols. Suddenly their compasses fail, their perceptions twist and straying from the group leads to profound horrors as they are attacked by a powerful, supernatural force.",The war was just the beginning.,2022-01-21,/9HFFwZOTBB7IPFmn9E0MXdWave3.jpg,215.537,60,5.1,0,0,93,Released,False,/mTupUmnuwwAyA0CNqpwaZn5mqjk.jpg,"Action, Fantasy, Horror, Thriller, War",,
632357,The Unholy,The Unholy,en,"Alice is young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",Be careful who you pray to.,2021-03-31,/bShgiEQoPnWdw4LBrYT5u18JF34.jpg,207.113,1737,6.7,10000000,30833138,99,Released,False,/jw6ASGRT2gi8EjCImpGtbiJ9NQ9.jpg,"Horror, Mystery",,
814800,Goodnight Mommy,Goodnight Mommy,en,"When twin brothers arrive home to find their mother’s demeanor altered and face covered in surgical bandages, they begin to suspect the woman beneath the gauze might not be their mother.",The darkest family secrets stay under wraps.,2022-09-16,/oHhD5jD4S5ElPNNFCDKXJAzMZ5h.jpg,198.775,159,6.2,0,0,91,Released,False,/aCaqCvYn48b3lfGKGnUdVAE1yeB.jpg,"Drama, Horror, Thriller",,
893370,Virus :32,Virus:32,es,A virus is unleashed and a chilling massacre runs through the streets of Montevideo.,32 seconds to live or die.,2022-04-21,/qDNZWDJGU2LTPpPpVGPQMxKv8xl.jpg,198.632,155,7.2,0,0,90,Released,False,/i0zbSmiyyylh7H3Qb4jgscz46Pm.jpg,Horror,,
602223,The Forever Purge,The Forever Purge,en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,The rules are broken.,2021-06-30,/lB068qa6bQ0QKYKyC2xnYGvYjl7.jpg,198.269,1904,7.2,18000000,76994245,103,Released,False,/ciKBP3tgzUxp7sHFNZxofBXUS8k.jpg,"Action, Horror, Thriller",256322.0,The Purge Collection
482373,Don't Breathe 2,Don't Breathe 2,en,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",Bad things happen to bad people.,2021-08-12,/r7HEBkkRN93d3eFBZgPJfRaob5p.jpg,196.003,1847,7.3,10000000,45000000,98,Released,False,/zHeJ1H3PiOFxmWgEBsp2jA3qetK.jpg,"Horror, Thriller",748919.0,Don't Breathe Collection
8922,Jeepers Creepers,Jeepers Creepers,en,A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,What’s eating you?,2001-07-01,/g410Y1U1ELbmJG14Zru3UAimm1G.jpg,195.983,2395,6.4,10000000,59217789,90,Released,False,/kzXww7ArcNNuyIC3m9q6cXLk6Mj.jpg,"Horror, Thriller",94899.0,Jeepers Creepers Collection
531219,Roald Dahl's The Witches,Roald Dahl's The Witches,en,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",They're real!,2020-10-25,/b1C0FuXp4wiPmHLVKq4kwtDMgK6.jpg,192.006,2331,6.4,0,26900000,106,Released,False,/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,"Adventure, Comedy, Family, Fantasy, Horror",,
820511,Ripper Untold,Ripper Untold,en,A detective and a medical examiner join forces to solve a series of horrific murders in Victorian London - but one of them harbors a deadly secret.,No one is safe.,2021-06-28,/eJ0q6GIac00TvanshEDREQ79mpz.jpg,187.478,107,6.2,0,0,85,Released,False,/bNnNlUjf16ahEw0uv39NUeQ35YR.jpg,Horror,,
982543,V for Vengeance,V for Vengeance,en,"After learning that their younger sibling escaped an earlier kidnapping attempt that also killed their parents, two estranged sisters must join forces to rescue her from a group of bloodthirsty vampires. Out for revenge and control of a vampirism vaccine, Thorn and his band of the undead soon learn that they messed with the wrong family.",,2022-06-07,/jLtP8TLycVzLUlkkhp8PipXfUh6.jpg,185.965,49,6.8,0,0,85,Released,False,/zSDyqp2mhV45ZjI1EUBMfzupKKt.jpg,"Action, Horror",,
138843,The Conjuring,The Conjuring,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",Based on the true case files of the Warrens,2013-07-18,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,173.527,9735,7.5,13000000,319494638,112,Released,False,/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg,"Horror, Thriller",313086.0,The Conjuring Collection
11351,Jeepers Creepers 2,Jeepers Creepers 2,en,"When their bus is crippled on the side of a deserted road, a team of high school athletes discover an opponent they cannot defeat – and may not survive. Staring hungrily at them through the school bus windows, the ""Creeper"" returns again and again. But when the teammates discover that it’s selective about whom it attacks, it will test their ability to stick together – as the insatiable menace tries to tear them apart!",He can taste your fear.,2003-08-08,/u2ghDfjcs3y5c8ata3COc4pWiAN.jpg,169.063,1287,6.1,17000000,63102666,104,Released,False,/pPZUYQx5PuH4xkXkFizirTd0ey1.jpg,Horror,94899.0,Jeepers Creepers Collection
830788,The Invitation,The Invitation,en,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",You are cordially invited to a nightmare generations in the making.,2022-08-24,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg,168.001,176,6.3,10000000,30000000,105,Released,False,/yo0qfH2dQGGMxkfivdkz5zxVatD.jpg,"Horror, Thriller",,
897424,Dark Cloud,Dark Cloud,en,"Following the aftermath of a horrific accident, a woman is voluntarily subjected to artificial intelligence for rehabilitation.",,2022-05-09,/q1ngkvPCnOYKeyNZjg8QqvaSnuZ.jpg,167.344,60,6.6,0,0,81,Released,False,/qhRQLTYnGWvI4nYE05DaDjgvCna.jpg,"Horror, Science Fiction, Thriller",,
829358,Queen of Spades,Queen of Spades,en,"According to legend, an ominous entity known as the Queen of Spades can be summoned by performing an ancient ritual. Four teenagers summon the Queen of Spades, but they could never imagine the horrors that await them.",She will reign.,2021-06-11,/4IKBzVBPLXu9p5cfEfdJjHdlafV.jpg,164.687,66,6.6,0,0,91,Released,False,/5UANdP8xXHyVOGknfJlzQ7muLj3.jpg,Horror,,
926762,Living with Chucky,Living with Chucky,en,"A filmmaker who grew up alongside Chucky the killer doll seeks out the other families surrounding the Child's Play films as they recount their experiences working on the ongoing franchise and what it means to be a part of the, ""Chucky"" family.",It Isn't Child's Play,2022-08-13,/gYmB6qXGh0dECa3g5MqsUMwLcXZ.jpg,163.646,2,2.0,0,0,105,Released,False,,"Documentary, Horror",,
