WASTE_ID,SOURCE,ORG_ID,WWTP_NAME,COUNTRY,CNTRY_ISO,LAT_WWTP,LON_WWTP,QUAL_LOC,LAT_OUT,LON_OUT,STATUS,POP_SERVED,QUAL_POP,WASTE_DIS,QUAL_WASTE,LEVEL,QUAL_LEVEL,DF,HYRIV_ID,RIVER_DIS,COAST_10KM,COAST_50KM,DESIGN_CAP,QUAL_CAP
11,1,1140461,Gelgaudiskio aglomeracija,Lithuania,LTU,55.085,22.961,2,55.09,22.86,Not Reported,440,2,61.522,4,Secondary,1,731034.334,20249407.0,520.542,0,0,3000.0,2
12,1,1140463,Ignalinos aglomeracija,Lithuania,LTU,55.327,26.166,2,55.319,26.065,Not Reported,3600,2,741.022,1,Advanced,1,94.393,20245279.0,0.801,0,0,7000.0,2
13,1,1140465,Jonavos aglomeracija,Lithuania,LTU,55.066,24.254,2,55.056,24.152,Not Reported,26100,2,6459.984,1,Advanced,1,2243.581,20250718.0,167.674,0,0,34000.0,2
14,1,1140467,Joniskio aglomeracija,Lithuania,LTU,56.256,23.629,2,56.327,23.698,Not Reported,8100,2,1707.951,1,Advanced,1,54.217,20228095.0,1.052,0,0,22800.0,2
15,1,1140469,Juodkrantes aglomeracija,Lithuania,LTU,55.556,21.128,2,55.527,21.202,Not Reported,1300,2,338.559,1,Secondary,1,,20241430.0,,1,1,3000.0,2
16,1,1140471,Jurbarko aglomeracija,Lithuania,LTU,55.066,22.754,2,55.052,22.652,Not Reported,11400,2,1452.066,1,Advanced,1,31486.662,20250081.0,529.158,0,0,13500.0,2
17,1,1140473,Kaisiadoriu aglomeracija,Lithuania,LTU,54.872,24.446,2,54.969,24.444,Not Reported,17300,2,3200.795,1,Advanced,1,28.02,20251686.0,1.001,0,0,20000.0,2
18,1,1140475,Kalvarijos aglomeracija,Lithuania,LTU,54.409,23.225,2,54.419,23.302,Not Reported,2620,2,1014.247,1,Secondary,1,657.191,20262421.0,7.703,0,0,4900.0,2
19,1,1140477,Kauno m aglomeracija,Lithuania,LTU,54.905,23.851,2,54.919,23.785,Not Reported,246500,2,68005.26,1,Advanced,1,613.277,20252540.0,481.922,0,0,374500.0,2
20,1,1140479,Kazlu Rudos aglomeracija,Lithuania,LTU,54.753,23.452,2,54.735,23.352,Not Reported,2100,2,940.011,1,Advanced,1,54.218,20256540.0,0.579,0,0,8300.0,2
21,1,1140481,Kedainiu aglomeracija,Lithuania,LTU,55.265,23.95,2,55.198,23.885,Not Reported,38600,2,7309.932,1,Advanced,1,274.055,20247765.0,23.102,0,0,42000.0,2
22,1,1140483,Kelmes aglomeracija,Lithuania,LTU,55.625,22.953,2,55.669,23.044,Not Reported,5000,2,1246.734,1,Advanced,1,205.785,20239014.0,2.955,0,0,21600.0,2
23,1,1140485,Kybartu aglomeracija,Russia,RUS,54.647,22.753,2,54.744,22.765,Not Reported,1230,2,158.638,4,Secondary,1,931.237,20257133.0,1.708,0,0,4200.0,2
24,1,1140486,Klaipedos m aglomeracija,Lithuania,LTU,55.644,21.264,2,55.66,21.165,Not Reported,189000,2,36478.712,1,Advanced,1,,20239087.0,,1,1,305000.0,2
25,1,1140487,Kretingos aglomeracija,Lithuania,LTU,55.868,21.204,2,55.852,21.223,Not Reported,26400,2,3477.986,1,Advanced,1,134.252,20236538.0,5.364,0,1,32000.0,2
26,1,1140488,Kudirkos Naumiescio aglomeracija,Lithuania,LTU,54.779,22.858,2,54.781,22.856,Not Reported,550,2,76.903,4,Secondary,1,38979.558,20255206.0,34.694,0,0,3100.0,2
27,1,1140489,Kupiskio aglomeracija,Lithuania,LTU,55.835,24.941,2,55.79,24.848,Not Reported,1450,2,1064.252,1,Advanced,1,312.015,20236739.0,3.831,0,0,11200.0,2
28,1,1140490,Kursenu aglomeracija,Lithuania,LTU,55.979,22.909,2,56.035,22.919,Not Reported,9000,2,1631.658,1,Advanced,1,470.475,20232212.0,8.866,0,0,20100.0,2
29,1,1140491,Lazdiju aglomeracija,Lithuania,LTU,54.238,23.523,2,54.323,23.485,Not Reported,3800,2,556.164,1,Advanced,1,171.263,20264700.0,1.096,0,0,6500.0,2
30,1,1140492,Marijampoles m aglomeracija,Lithuania,LTU,54.587,23.356,2,54.656,23.402,Not Reported,97000,2,12380.822,1,Advanced,1,103.27,20257838.0,14.655,0,0,122000.0,2
31,1,1140493,Mazeikiu aglomeracija,Lithuania,LTU,56.403,22.154,2,56.419,22.206,Not Reported,55000,2,6940.077,1,Advanced,1,749.534,20225157.0,60.126,0,0,60000.0,2
32,1,1140494,Moletu aglomeracija,Lithuania,LTU,55.222,25.384,2,55.227,25.285,Not Reported,3800,2,528.055,1,Advanced,1,86.409,20247059.0,0.522,0,0,8000.0,2
33,1,1140495,Naujosios Akmenes aglomeracija,Lithuania,LTU,56.397,22.935,2,56.373,22.869,Not Reported,9500,2,2146.367,1,Advanced,1,88.432,20226211.0,2.172,0,0,16000.0,2
34,1,1140496,Nemencines aglomeracija,Lithuania,LTU,54.858,25.441,2,54.823,25.36,Not Reported,4500,2,1204.274,1,Secondary,1,6635.57,20254497.0,92.475,0,0,8000.0,2
35,1,1140497,Nemezio aglomeracija,Lithuania,LTU,54.629,25.358,2,54.556,25.285,Not Reported,760,2,106.266,4,Secondary,1,679.902,20259781.0,0.835,0,0,5600.0,2
36,1,1140498,Nidos aglomeracija,Lithuania,LTU,55.322,21.036,2,55.323,21.035,Not Reported,2970,2,415.275,4,Secondary,1,,,,1,1,6700.0,2
37,1,1140499,Pabrades aglomeracija,Lithuania,LTU,54.966,25.728,2,54.952,25.673,Not Reported,1150,2,816.575,1,Advanced,1,2124.562,20252089.0,20.07,0,0,4600.0,2
38,1,1140500,Pagegiu aglomeracija,Lithuania,LTU,55.132,21.9,2,55.119,21.798,Not Reported,820,2,114.655,4,Advanced,1,484096.638,20249252.0,642.408,0,0,2600.0,2
39,1,1140501,Pakruojo aglomeracija,Lithuania,LTU,56.012,23.841,2,56.031,23.919,Not Reported,2800,2,738.882,1,Advanced,1,882.327,20232379.0,7.537,0,0,11000.0,2
40,1,1140502,Palangos aglomeracija,Lithuania,LTU,56.06,21.067,2,56.056,21.081,Not Reported,19000,2,7993.422,1,Advanced,1,,20232204.0,,1,1,22000.0,2
41,1,1140503,Panevezio m aglomeracija,Lithuania,LTU,55.713,24.212,2,55.656,24.135,Not Reported,331000,2,29962.63,1,Advanced,1,28.789,20239411.0,9.637,0,0,292000.0,2
42,1,1140504,Pasvalio aglomeracija,Lithuania,LTU,56.075,24.429,2,56.085,24.427,Not Reported,44500,2,2637.222,1,Advanced,1,867.581,20231307.0,26.451,0,0,59000.0,2
43,1,1140505,Plunges aglomeracija,Lithuania,LTU,55.88,21.812,2,55.885,21.727,Not Reported,24100,2,4351.688,1,Advanced,1,216.658,20234874.0,10.862,0,0,33660.0,2
44,1,1140506,Pravieniskiu aglomeracija,Lithuania,LTU,54.92,24.219,2,54.985,24.144,Not Reported,9000,2,1526.575,1,Advanced,1,69.822,20251348.0,1.216,0,0,10589.0,2
45,1,1140507,Radviliskio aglomeracija,Lithuania,LTU,55.844,23.548,2,55.94,23.56,Not Reported,8800,2,2609.753,1,Advanced,1,15.732,20234113.0,0.445,0,0,17000.0,2
46,1,1140508,Raseiniu aglomeracija,Lithuania,LTU,55.374,23.111,2,55.302,23.04,Not Reported,9800,2,1697.34,1,Advanced,1,55.008,20245584.0,1.061,0,0,31000.0,2
47,1,1140509,Raudondvario aglomeracija,Lithuania,LTU,54.931,23.772,2,54.931,23.673,Not Reported,1100,2,410.263,1,Advanced,1,101587.329,20252313.0,482.374,0,0,5000.0,2
48,1,1140510,Rietavo aglomeracija,Lithuania,LTU,55.716,21.937,2,55.623,21.898,Not Reported,2900,2,505.54,1,Advanced,1,601.907,20240315.0,3.516,0,0,4500.0,2
49,1,1140511,Rokiskio aglomeracija,Lithuania,LTU,55.958,25.552,2,55.998,25.46,Not Reported,14600,2,3294.959,1,Advanced,1,9.339,20233291.0,0.318,0,0,47700.0,2
50,1,1140512,Ruklos aglomeracija,Lithuania,LTU,55.057,24.383,2,55.094,24.352,Not Reported,3100,2,838.723,1,Advanced,1,17124.145,20249258.0,166.222,0,0,7400.0,2
51,1,1140513,sakiu aglomeracija,Lithuania,LTU,54.952,23.005,2,54.969,22.906,Not Reported,6700,2,1150.658,1,Advanced,1,87.951,20252085.0,1.158,0,0,10000.0,2
52,1,1140514,salcininku aglomeracija,Lithuania,LTU,54.295,25.394,2,54.298,25.294,Not Reported,9500,2,1501.507,1,Advanced,1,45.423,20265655.0,0.772,0,0,8400.0,2
53,1,1140515,seduvos aglomeracija,Lithuania,LTU,55.751,23.773,2,55.794,23.869,Not Reported,1250,2,174.779,4,Secondary,1,387.572,20237441.0,0.782,0,0,2730.0,2
54,1,1140516,siauliu m aglomeracija,Lithuania,LTU,56.012,23.281,2,56.002,23.381,Not Reported,110000,2,20809.532,1,Advanced,1,5.04,20232933.0,0.973,0,0,182000.0,2
55,1,1140517,silales aglomeracija,Lithuania,LTU,55.48,22.159,2,55.485,22.06,Not Reported,7280,2,869.137,1,Advanced,1,232.623,20242270.0,2.33,0,0,10000.0,2
56,1,1140518,silutes aglomeracija,Lithuania,LTU,55.339,21.435,2,55.323,21.385,Not Reported,46000,2,5537.926,1,Advanced,1,10406.239,20245122.0,666.938,0,1,59000.0,2
57,1,1140519,sirvintu aglomeracija,Lithuania,LTU,55.053,24.939,2,55.077,24.877,Not Reported,3400,2,835.342,1,Advanced,1,437.788,20249974.0,4.223,0,0,14000.0,2
58,1,1140520,Skaidiskiu aglomeracija,Lithuania,LTU,54.611,25.379,2,54.577,25.281,Not Reported,1600,2,1064.047,1,Secondary,1,65.391,20259781.0,0.793,0,0,8900.0,2
59,1,1140521,Skuodo aglomeracija,Lithuania,LTU,56.277,21.512,2,56.323,21.419,Not Reported,3400,2,1041.868,1,Advanced,1,1280.163,20227029.0,15.425,0,0,10000.0,2
60,1,1140522,svencioneliu aglomeracija,Lithuania,LTU,55.122,25.975,2,55.106,25.948,Not Reported,6000,2,939.973,1,Advanced,1,1218.816,20249594.0,13.249,0,0,9900.0,2
61,1,1140523,svencioniu aglomeracija,Lithuania,LTU,55.12,26.156,2,55.031,26.098,Not Reported,4670,2,6038.307,1,Secondary,1,7.468,20250993.0,0.452,0,0,7000.0,2
62,1,1140524,Taurages aglomeracija,Lithuania,LTU,55.22,22.256,2,55.219,22.248,Not Reported,27000,2,8034.904,1,Advanced,1,433.64,20246970.0,40.234,0,0,38000.0,2
63,1,1140525,Telsiu aglomeracija,Lithuania,LTU,56.008,22.255,2,56.04,22.352,Not Reported,58000,2,1718.975,1,Advanced,1,42.014,20232210.0,0.816,0,0,137000.0,2
64,1,1140526,Traku Lentvario aglomeracija,Lithuania,LTU,54.664,25.048,2,54.748,24.994,Not Reported,11000,2,4431.26,1,Advanced,1,2111.583,20256219.0,108.247,0,0,19000.0,2
65,1,1140527,Ukmerges aglomeracija,Lithuania,LTU,55.228,24.736,2,55.194,24.706,Not Reported,25000,2,10339.614,1,Advanced,1,336.928,20247609.0,40.201,0,0,32000.0,2
66,1,1140528,Utenos aglomeracija,Lithuania,LTU,55.521,25.579,2,55.585,25.494,Not Reported,95000,2,1240.438,1,Advanced,1,226.605,20240391.0,3.239,0,0,125000.0,2
67,1,1140529,Varenos aglomeracija,Lithuania,LTU,54.219,24.554,2,54.231,24.452,Not Reported,11000,2,1957.326,1,Advanced,1,735.211,20266411.0,16.633,0,0,12000.0,2
68,1,1140530,Veisieju aglomeracija,Lithuania,LTU,54.092,23.708,2,54.002,23.681,Not Reported,500,2,69.912,4,Secondary,1,1259.09,20271600.0,1.018,0,0,1900.0,2
69,1,1140531,Ventos aglomeracija,Lithuania,LTU,56.194,22.669,2,56.223,22.615,Not Reported,1500,2,209.735,4,Advanced,1,7063.031,20228873.0,17.143,0,0,5200.0,2
70,1,1140532,Vilkaviskio aglomeracija,Lithuania,LTU,54.659,23.017,2,54.706,22.927,Not Reported,6200,2,105152.827,1,Advanced,1,2.267,20256893.0,1.542,0,0,16000.0,2
71,1,1140533,Vilkijos aglomeracija,Lithuania,LTU,55.045,23.543,2,55.065,23.444,Not Reported,750,2,104.868,4,Secondary,1,399367.673,20250175.0,484.729,0,0,3000.0,2
72,1,1140534,Vilniaus m aglomeracija,Lithuania,LTU,54.679,25.161,2,54.677,25.09,Not Reported,680000,2,3164.901,1,Advanced,1,2932.112,20257304.0,107.369,0,0,740000.0,2
73,1,1140535,Visagino m aglomeracija,Lithuania,LTU,55.587,26.554,2,55.59,26.648,Not Reported,14000,2,569.973,1,Advanced,1,708.908,20240319.0,4.67,0,0,30000.0,2
74,1,1140536,Zarasu aglomeracija,Lithuania,LTU,55.738,26.289,2,55.744,26.306,Not Reported,3400,2,741.014,1,Advanced,1,295.524,20237586.0,2.526,0,0,35333.0,2
75,1,1140537,ziezmariu aglomeracija,Lithuania,LTU,54.802,24.431,2,54.819,24.365,Not Reported,3760,2,410.263,1,Secondary,1,935.628,20254581.0,4.438,0,0,4000.0,2
76,1,1140600,Haapsalu  reoveepuhasti,Estonia,EST,58.945,23.558,2,58.944,23.527,Not Reported,10700,2,2465.263,4,Advanced,1,,20182730.0,,1,1,22000.0,2
77,1,1140601,Voru linna puhasti,Estonia,EST,57.86,26.996,2,57.852,27.002,Not Reported,11417,2,2630.459,4,Advanced,1,164.31,20200110.0,4.972,0,0,15000.0,2
78,1,1140602,Rapla,Estonia,EST,58.996,24.773,2,58.956,24.702,Not Reported,5100,2,1175.032,4,Advanced,1,289.899,20181685.0,3.929,0,0,13000.0,2
79,1,1140603,Paide reoveepuhasti,Estonia,EST,58.869,25.547,2,58.856,25.452,Not Reported,19935,2,4592.993,4,Advanced,1,131.964,20184656.0,6.962,0,0,40225.0,2
80,1,1140604,Tapa linna reoveepuhasti,Estonia,EST,59.275,25.954,2,59.323,25.86,Not Reported,5242,2,1207.749,4,Advanced,1,108.736,20175330.0,1.506,0,1,8300.0,2
81,1,1140605,Rakvere linna reoveepuhasti,Estonia,EST,59.368,26.346,2,59.385,26.348,Not Reported,42482,2,9787.786,4,Advanced,1,16.077,20174302.0,1.708,0,1,166670.0,2
82,1,1140606,Valga linna reoveepuhasti,Estonia,EST,57.797,26.076,2,57.848,26.14,Not Reported,11589,2,2670.087,4,Advanced,1,320.119,20200167.0,9.862,0,0,15000.0,2
83,1,1140607,Maardu,Estonia,EST,59.475,24.983,2,59.49,24.973,Closed,0,2,0.0,4,Secondary,1,,20173205.0,,1,1,12500.0,2
84,1,1140608,Sillamae PS,Estonia,EST,59.407,27.744,2,59.402,27.756,Not Reported,17372,2,4002.481,4,Advanced,1,,20174489.0,,1,1,20000.0,2
85,1,1140609,Narva KPS peale I jarje,Estonia,EST,59.402,28.183,2,59.331,28.177,Not Reported,51815,2,11938.094,4,Advanced,1,2871.704,20175207.0,396.652,0,1,140000.0,2
86,1,1140610,Kehra reoveepuhasti,Estonia,EST,59.346,25.338,2,59.39,25.331,Not Reported,2020,2,465.405,4,Advanced,1,2426.635,20174165.0,13.066,0,1,4500.0,2
87,1,1140611,Ahtme,Estonia,EST,59.327,27.445,2,59.36,27.54,Closed,0,2,0.0,4,Advanced,1,,20174783.0,,1,1,19000.0,2
88,1,1140612,Parnu Morra reoveepuhastusjaam,Estonia,EST,58.387,24.452,2,58.385,24.448,Not Reported,58300,2,13432.228,4,Advanced,1,,20191454.0,,1,1,125000.0,2
89,1,1140613,Kuressaare reoveepuhasti,Estonia,EST,58.22,22.497,2,58.252,22.619,Not Reported,28370,2,6536.403,4,Advanced,1,,20193812.0,,1,1,56600.0,2
90,1,1140614,Tallinna reoveepuhastusjaam,Estonia,EST,59.48,24.669,2,59.435,24.577,Not Reported,470612,2,108428.263,4,Advanced,1,,20173503.0,,1,1,450000.0,2
91,1,1140615,Kohtla Jarve regionaalne reoveepuhasti,Estonia,EST,59.467,27.2,2,59.44,27.19,Not Reported,172113,2,39654.564,4,Advanced,1,,20173806.0,,1,1,223300.0,2
92,1,1140616,Polva linna RVP,Estonia,EST,58.071,27.07,2,58.11,27.081,Not Reported,40468,2,9323.763,4,Advanced,1,41.866,20196192.0,4.41,0,1,46250.0,2
93,1,1140617,Viljandi reoveepuhasti Kosti,Estonia,EST,58.635,25.634,2,58.569,25.594,Not Reported,18950,2,4366.05,4,Advanced,1,103.567,20188059.0,5.183,0,0,25000.0,2
94,1,1140618,Keila RVP,Estonia,EST,59.316,24.434,2,59.365,24.348,Not Reported,15200,2,3502.056,4,Advanced,1,,20175849.0,,1,1,15200.0,2
95,1,1140619,Kunda reoveepuhasti,Estonia,EST,59.509,26.523,2,59.527,26.473,Not Reported,1151,2,265.189,4,Advanced,1,,20172689.0,,1,1,4200.0,2
96,1,1140620,Torva Vanamoisa reoveepuhasti,Estonia,EST,58.014,25.937,2,58.106,25.973,Closed,773,2,178.098,4,Secondary,1,2374.237,20196856.0,4.892,0,0,309.0,2
97,1,1140621,Torva Riiska,Estonia,EST,57.989,25.934,2,58.006,25.923,Closed,601,2,138.469,4,Secondary,1,2401.391,20197862.0,3.847,0,0,425.0,2
98,1,1140622,Kohila reoveepuhasti,Estonia,EST,59.183,24.742,2,59.244,24.66,Not Reported,3700,2,852.474,4,Advanced,1,549.315,20176975.0,5.41,0,1,6500.0,2
99,1,1140623,Tamsalu reoveepuhasti,Estonia,EST,59.165,26.04,2,59.073,26.073,Not Reported,620,2,142.847,4,Advanced,1,313.099,20180154.0,0.516,0,1,3066.0,2
100,1,1140624,Kilingi Nomme linna puhasti,Estonia,EST,58.158,24.947,2,58.148,24.848,Not Reported,1162,2,267.723,4,Advanced,1,117.503,20195614.0,0.361,0,1,1167.0,2
101,1,1140625,Vandra alevi reoveepuhasti,Estonia,EST,58.645,25.023,2,58.556,24.973,Not Reported,1210,2,278.782,4,Advanced,1,7989.484,20188363.0,25.776,0,0,4333.0,2
102,1,1140626,Otepaa linna reoveepuhasti,Estonia,EST,58.071,26.486,2,58.115,26.394,Not Reported,2200,2,506.877,4,Advanced,1,87.932,20196433.0,0.51,0,0,5800.0,2
103,1,1140627,Jogeva reoveepuhasti,Estonia,EST,58.737,26.394,2,58.64,26.377,Not Reported,3600,2,829.434,4,Advanced,1,764.026,20187202.0,7.325,0,0,8200.0,2
104,1,1140628,Kardla Roosna reoveepuhasti,Estonia,EST,59.004,22.764,2,59.006,22.744,Not Reported,2700,2,622.076,4,Advanced,1,,20181276.0,,1,1,4400.0,2
105,1,1140629,Sonajala,Estonia,EST,58.988,22.822,2,59.006,22.744,Closed,0,2,0.0,4,Secondary,1,,20181276.0,,1,1,72.0,2
106,1,1140630,Kadrina,Estonia,EST,59.342,26.127,2,59.377,26.06,Not Reported,1548,2,356.657,4,Advanced,1,386.904,20174384.0,1.593,0,1,4000.0,2
107,1,1140631,Tartu RVP,Estonia,EST,58.341,26.749,2,58.34,26.769,Not Reported,95959,2,22108.802,4,Advanced,1,276.123,20192361.0,70.401,0,0,120000.0,2
108,1,1140632,Vaike Maarja reoveepuhasti,Estonia,EST,59.117,26.211,2,59.023,26.194,Not Reported,2960,2,681.979,4,Advanced,1,164.303,20181046.0,1.289,0,0,3220.0,2
109,1,1140633,Paldiski reoveepuhasti,Estonia,EST,59.342,24.062,2,59.352,24.248,Not Reported,4373,2,1007.532,4,Advanced,1,,20175069.0,,1,1,6000.0,2
110,1,1140634,Rapina biopuhasti,Estonia,EST,58.091,27.47,2,58.069,27.519,Not Reported,3075,2,708.475,4,Advanced,1,,20196859.0,,1,1,3300.0,2
111,1,1140635,Kose puhasti,Estonia,EST,59.193,25.164,2,59.206,25.094,Not Reported,1080,2,248.83,4,Advanced,1,1415.246,20177378.0,4.073,0,1,3000.0,2
112,1,1140636,Marjamaa RA002,Estonia,EST,58.902,24.406,2,58.84,24.327,Not Reported,2721,2,626.914,4,Advanced,1,897.781,20183861.0,6.507,0,0,4070.0,2
113,1,1140637,Turi linna biopuhasti,Estonia,EST,58.786,25.413,2,58.752,25.319,Not Reported,5400,2,1244.151,4,Advanced,1,370.308,20185470.0,5.318,0,0,8375.0,2
114,1,1140638,Juri reoveepuhasti,Estonia,EST,59.368,24.946,2,59.377,24.969,Not Reported,2110,2,486.141,4,Advanced,1,1252.016,20174484.0,7.039,0,1,4200.0,2
115,1,1140639,Loksa reoveepuhasti,Estonia,EST,59.59,25.699,2,59.569,25.794,Not Reported,2800,2,645.116,4,Advanced,1,,20172359.0,,1,1,4500.0,2
116,1,1140640,Aseri puhasti,Estonia,EST,59.457,26.877,2,59.435,26.965,Closed,1700,2,391.677,4,Advanced,1,,20174101.0,,1,1,2330.0,2
117,1,1140641,Elva reoveepuhasti,Estonia,EST,58.226,26.388,2,58.319,26.352,Not Reported,6687,2,1540.674,4,Advanced,1,23.824,20194175.0,0.407,0,0,11000.0,2
118,1,1140642,Poltsamaa linna reoveepuhasti,Estonia,EST,58.642,25.988,2,58.548,25.977,Not Reported,22300,2,5137.885,4,Advanced,1,81.18,20188673.0,4.768,0,0,25000.0,2
119,1,1140643,Arukula,Estonia,EST,59.398,25.13,2,59.456,25.173,Not Reported,1233,2,284.081,4,Advanced,1,,20172967.0,,1,1,2100.0,2
120,1,1140644,Haljala reoveepuhasti,Estonia,EST,59.429,26.276,2,59.39,26.369,Not Reported,24696,2,5689.919,4,Advanced,1,30.094,20174168.0,1.916,0,1,22038.0,2
121,1,1140645,Jarva Jaani puhasti,Estonia,EST,59.044,25.875,2,58.952,25.848,Not Reported,9169,2,2112.523,4,Advanced,1,58.586,20181829.0,1.408,0,0,12500.0,2
122,1,1140646,Jarvakandi,Estonia,EST,58.77,24.805,2,58.806,24.71,Not Reported,670,2,154.367,4,Advanced,1,947.462,20184096.0,1.691,0,0,4000.0,2
123,1,1140647,Kurtna Pohi,Estonia,EST,59.227,24.706,2,59.273,24.615,Not Reported,138,2,31.795,4,Secondary,1,15460.345,20176975.0,5.689,0,1,315.0,2
124,1,1140648,Kiili,Estonia,EST,59.296,24.839,2,59.294,24.74,Closed,0,2,0.0,4,Advanced,1,,20175850.0,3.191,0,1,2000.0,2
125,1,1140649,Koeru reoveepuhasti,Estonia,EST,58.922,26.06,2,58.89,26.156,Not Reported,1096,2,252.517,4,Advanced,1,1451.74,20182970.0,4.24,0,0,2100.0,2
126,1,1140650,Luige,Estonia,EST,59.326,24.752,2,59.323,24.652,Closed,125,2,28.8,4,Secondary,1,12481.085,20175326.0,4.16,0,1,450.0,2
127,1,1140651,Merikula,Estonia,EST,59.468,24.468,2,59.419,24.381,Not Reported,1300,2,299.518,4,Advanced,1,,20173800.0,,1,1,1650.0,2
128,1,1140652,Rummu puhasti,Estonia,EST,59.237,24.298,2,59.227,24.26,Closed,1388,2,319.793,4,Secondary,1,960.391,20177120.0,3.551,0,1,13500.0,2
129,1,1140653,Muuga sadam Biopuhasti 3000,Estonia,EST,59.499,25.022,2,59.49,24.973,Not Reported,2000,2,460.797,4,Advanced,1,,20173205.0,,1,1,15000.0,2
130,1,1140654,Keila Joa kool,Estonia,EST,59.406,24.304,2,59.394,24.298,Closed,4,2,0.922,4,Secondary,1,,20175849.0,,1,1,300.0,2
131,1,1140655,Merekodu reoveepuhasti,Estonia,EST,59.441,24.352,2,59.419,24.548,Closed,29,2,6.682,4,Advanced,1,,20173892.0,,1,1,370.0,2
132,1,1140656,Internaatkooli p_s,Estonia,EST,57.794,26.035,2,57.823,26.131,Closed,20,2,4.608,4,Advanced,1,32982.476,20200609.0,1.759,0,0,71.0,2
133,1,1140657,Otikula biotiik,Estonia,EST,58.07,26.496,2,58.11,26.406,Not Reported,188,2,43.315,4,Advanced,1,996.353,20196433.0,0.499,0,0,520.0,2
134,1,1140658,Haage reoveepuhasti,Estonia,EST,58.353,26.619,2,58.402,26.531,Not Reported,650,2,149.759,4,Advanced,1,479.273,20191456.0,0.829,0,0,1000.0,2
135,1,1140659,Reola biotiigid,Estonia,EST,58.299,26.724,2,58.34,26.769,Not Reported,1263,2,290.993,4,Secondary,1,20904.053,20192361.0,70.401,0,0,1317.0,2
136,1,1140660,Anne biotiigid,Estonia,EST,58.364,26.789,2,58.34,26.769,Not Reported,82,2,18.893,4,Secondary,1,321958.995,20192361.0,70.401,0,0,550.0,2
137,1,1140661,Keila Joa reoveepuhasti,Estonia,EST,59.409,24.276,2,59.406,24.281,Not Reported,650,2,149.759,4,Advanced,1,,20175849.0,,1,1,2000.0,2
138,1,1140662,Kasevalja,Estonia,EST,59.466,24.395,2,59.444,24.569,Closed,14,2,3.226,4,Advanced,1,,20173503.0,,1,1,120.0,2
139,1,1140663,Saha biotiigid,Estonia,EST,59.412,24.944,2,59.46,24.856,Not Reported,15,2,3.456,4,Secondary,1,,20173204.0,,1,1,320.0,2
140,1,1140664,Horizoni heitveepuhasti,Estonia,EST,59.344,25.34,2,59.39,25.331,Closed,0,2,0.0,4,Secondary,1,,20174165.0,13.066,0,1,115000.0,2
141,1,1140665,Karksi Nuia,Estonia,EST,58.114,25.523,2,58.135,25.423,Closed,0,2,0.0,4,Secondary,1,,20195776.0,1.044,0,0,3550.0,2
142,1,1140666,Torva,Estonia,EST,58.014,25.937,2,58.106,25.973,Not Reported,2500,2,575.996,4,Advanced,1,734.805,20196856.0,4.892,0,0,4000.0,2
