source,report,title,available_globally,release_date,hours_viewed,runtime,views
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Trauma Code: Heroes on Call: Season 1 // 중증외상센터: 시즌 1,Yes,2025-01-24,236600000.0,6H 56M 0S,34100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Secrets We Keep: Limited Series // Reservatet: Miniserie,Yes,2025-05-15,126200000.0,3H 44M 0S,33800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Gardener: Limited Series // El jardinero: Miniserie,Yes,2025-04-11,156500000.0,4H 40M 0S,33500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Residence: Season 1,Yes,2025-03-20,257600000.0,7H 44M 0S,33300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Åre Murders: Season 1 // Åremorden: Säsong 1,Yes,2025-02-06,118400000.0,3H 38M 0S,32600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,La Palma: Limited Series,Yes,2024-12-12,96400000.0,3H 4M 0S,31400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Black Mirror: Season 7,Yes,2025-04-10,188400000.0,6H 11M 0S,30500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Breakthrough: Limited Series // Genombrottet: Miniserie,Yes,2025-01-07,77700000.0,2H 39M 0S,29300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ransom Canyon: Season 1,Yes,2025-04-17,228900000.0,7H 54M 0S,29000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Eternaut: Season 1 // El Eternauta: Temporada 1,Yes,2025-04-30,156600000.0,5H 24M 0S,29000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,PULSE: Season 1,Yes,2025-04-03,208400000.0,7H 58M 0S,26200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Night Agent: Season 1,Yes,2023-03-23,213800000.0,8H 11M 0S,26100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dept. Q: Season 1,Yes,2025-05-29,210000000.0,8H 16M 0S,25400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,SAKAMOTO DAYS: Season 1,Yes,2025-01-11,106400000.0,4H 22M 0S,24400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Recruit: Season 2,Yes,2025-01-30,130000000.0,5H 24M 0S,24100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 6,No,,47000000.0,2H 2M 0S,23100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Weak Hero: Class 1 // 약한영웅: Class 1,Yes,2025-03-25,122900000.0,5H 31M 0S,22300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gone Girls: The Long Island Serial Killer: Season 1,Yes,2025-03-31,58000000.0,2H 39M 0S,21900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Medusa: Season 1,Yes,2025-03-05,157900000.0,7H 29M 0S,21100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Waterfront: Season 1,Yes,2025-06-19,134600000.0,6H 25M 0S,21000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gabby's Dollhouse: Season 11,Yes,2025-02-17,49800000.0,2H 26M 0S,20500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Glass Dome: Limited Series // Glaskupan: Miniserie,Yes,2025-04-15,94300000.0,4H 38M 0S,20400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fred and Rose West: A British Horror Story: Limited Series,Yes,2025-05-14,52900000.0,2H 37M 0S,20200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ginny & Georgia: Season 1,Yes,2021-02-24,181000000.0,9H 8M 0S,19800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Survivors: Limited Series,Yes,2025-06-06,97800000.0,4H 58M 0S,19700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Weak Hero: Class 2 // 약한영웅: Class 2,Yes,2025-04-25,112800000.0,5H 46M 0S,19600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fake Profile: Killer Match // Perfil falso,Yes,2025-01-08,138900000.0,7H 8M 0S,19500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Recruit: Season 1,Yes,2022-12-16,140200000.0,7H 20M 0S,19100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,FOREVER: Season 1,Yes,2025-05-08,124200000.0,6H 30M 0S,19100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Cobra Kai: Season 6,Yes,2024-07-18,185900000.0,10H 7M 0S,18400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Apple Cider Vinegar: Limited Series,Yes,2025-02-06,113900000.0,6H 14M 0S,18300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Devil May Cry: Season 1,Yes,2025-04-03,71700000.0,3H 56M 0S,18200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Caught: Season 1 // Atrapados: Temporada 1,Yes,2025-03-26,94600000.0,5H 13M 0S,18100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bad Influence: The Dark Side of Kidfluencing: Season 1,Yes,2025-04-09,45400000.0,2H 32M 0S,17900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Black Doves: Season 1,Yes,2024-12-05,97600000.0,5H 30M 0S,17700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ginny & Georgia: Season 2,Yes,2023-01-05,167100000.0,9H 47M 0S,17100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 3,No,,34800000.0,2H 2M 0S,17100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Sweet Magnolias: Season 4,Yes,2025-02-06,142000000.0,8H 24M 0S,16900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Mercy For None: Limited Series // 광장: 리미티드 시리즈,Yes,2025-06-06,85000000.0,5H 1M 0S,16900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,American Manhunt: O.J. Simpson: Season 1,Yes,2025-01-29,84400000.0,5H 1M 0S,16800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Cold Case: The Tylenol Murders: Season 1,Yes,2025-05-26,33100000.0,1H 58M 0S,16800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 1,No,,67300000.0,,16600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 4,No,,32900000.0,2H 3M 0S,16000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Virgin River: Season 6,Yes,2024-12-19,132100000.0,8H 19M 0S,15900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Lady's Companion: Season 1 // Manual para señoritas: Temporada 1,Yes,2025-03-28,87100000.0,5H 35M 0S,15600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Asterix & Obelix: The Big Fight: Limited Series // Astérix & Obélix : Le Combat des Chefs: Mini-série,Yes,2025-04-30,47100000.0,3H 2M 0S,15500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gabby's Dollhouse: Season 1,Yes,2021-01-05,61900000.0,4H 2M 0S,15300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Toxic Town: Limited Series,Yes,2025-02-27,56000000.0,3H 40M 0S,15300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Beauty in Black: Season 1,Yes,2024-10-24,191700000.0,12H 36M 0S,15200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Masha and the Bear: Season 5,No,,49600000.0,,15200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bebefinn: Season 2,Yes,,37900000.0,2H 30M 0S,15200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,You: Season 1,Yes,2018-12-26,113300000.0,7H 31M 0S,15100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"XO, Kitty: Season 1",Yes,2023-05-18,74700000.0,5H 5M 0S,14700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Just One Look: Limited Series // Tylko jedno spojrzenie: Miniserial,Yes,2025-03-05,66000000.0,4H 29M 0S,14700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bebefinn: Season 1,Yes,,37200000.0,2H 32M 0S,14700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"Jerry Springer: Fights, Camera, Action: Limited Series",Yes,2025-01-07,24000000.0,1H 38M 0S,14700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Masha and the Bear: Season 1,No,,48000000.0,3H 20M 0S,14400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,When the Phone Rings: Limited Series // 지금 거신 전화는: 리미티드 시리즈,Yes,2024-11-22,193300000.0,13H 33M 0S,14300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Stranger Things,Yes,2016-07-15,97700000.0,6H 49M 0S,14300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Royals: Season 1 // द रॉयल्स: सीज़न 1,Yes,2025-05-09,85100000.0,5H 57M 0S,14300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 5,No,,29200000.0,2H 3M 0S,14200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Madness: Limited Series,Yes,2024-11-28,91900000.0,6H 35M 0S,14000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Tastefully Yours: Limited Series // 당신의 맛: 리미티드 시리즈,Yes,2025-05-12,137500000.0,10H 3M 0S,13700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bet: Season 1,Yes,2025-05-15,78900000.0,5H 49M 0S,13600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dog Days Out: Part 1,Yes,2025-02-13,28700000.0,2H 7M 0S,13600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Departure: Season 1,No,,57700000.0,4H 16M 0S,13500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Love Is Blind: Season 8,No,2025-02-14,220100000.0,16H 23M 0S,13400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,A Discovery of Witches: Season 1,No,,76800000.0,5H 45M 0S,13400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wednesday: Season 1,Yes,2022-11-23,90400000.0,6H 49M 0S,13300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Prison Cell 211: Season 1 // Celda 211: Temporada 1,Yes,2025-02-05,49400000.0,3H 44M 0S,13200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Surviving Black Hawk Down: Limited Series,Yes,2025-02-10,34100000.0,2H 37M 0S,13000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Love on the Spectrum: Season 3,No,2025-04-02,72000000.0,5H 35M 0S,12900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Karma: Limited Series // 악연: 리미티드 시리즈,Yes,2025-04-04,68200000.0,5H 21M 0S,12700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Ghosts (2021): Season 1,No,,82000000.0,6H 29M 0S,12600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Peppa Pig: Season 2,No,,50400000.0,,12400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Search For Instagram's Worst Con Artist: Season 1,Yes,,18400000.0,1H 29M 0S,12400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,PAW Patrol: Season 8,No,,122800000.0,10H 0M 0S,12300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Young Sheldon: Season 1,No,,88900000.0,7H 13M 0S,12300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Fake Profile: Season 1 // Perfil falso: Temporada 1,Yes,2023-05-31,77900000.0,6H 20M 0S,12300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Yellowstone: Season 4,No,,107600000.0,8H 54M 0S,12100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Yellowstone: Season 1,No,,90500000.0,7H 32M 0S,12000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Prison Break: Season 1,No,,191100000.0,16H 1M 0S,11900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wrong Side of the Tracks: Season 4 // Entrevías: Temporada 4,Yes,2025-02-07,115100000.0,9H 39M 0S,11900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Halo: Season 1,No,,88900000.0,7H 37M 0S,11700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Special Ops: Lioness: Season 1,No,,68700000.0,5H 57M 0S,11500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,CoComelon: Season 1,No,2020-05-31,34200000.0,2H 58M 0S,11500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Breaking Bad: Season 1,No,,66300000.0,5H 48M 0S,11400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Perfect Couple: Season 1,Yes,2024-09-05,57800000.0,5H 6M 0S,11300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,CoComelon Lane: Season 3,Yes,2024-08-19,6400000.0,34M 0S,11300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Stranger Things 2,Yes,2017-10-27,88600000.0,7H 53M 0S,11200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,1883: Season 1,No,,104200000.0,9H 22M 0S,11100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Million Dollar Secret: Season 1,No,2025-03-26,78600000.0,7H 5M 0S,11100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Leopard: Limited Series // Il Gattopardo: Miniserie,Yes,2025-03-05,64000000.0,5H 50M 0S,11000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Young Sheldon: Season 7,No,,51100000.0,4H 38M 0S,11000000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,You: Season 4,Yes,2023-02-09,90100000.0,8H 17M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Stranger Things 3,Yes,2019-07-04,82300000.0,7H 33M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Sara - Woman in the Shadows: Season 1 // Sara - La donna nell'ombra: Stagione 1,Yes,2025-06-03,58900000.0,5H 25M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,CoComelon Lane: Season 1,Yes,2023-11-17,42500000.0,3H 55M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gabby's Dollhouse: Season 2,Yes,2021-08-10,35300000.0,3H 14M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Gabby's Dollhouse: Season 10,Yes,2024-08-05,26600000.0,2H 26M 0S,10900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Olympo: Season 1,Yes,2025-06-20,69000000.0,6H 22M 0S,10800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Subteran: Season 1,Yes,2025-01-08,48200000.0,4H 29M 0S,10800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,CoComelon: Season 12,No,2024-12-30,29500000.0,2H 44M 0S,10800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Resident Playbook: Limited Series // 언젠가는 슬기로울 전공의생활: 리미티드 시리즈,Yes,2025-04-12,173700000.0,16H 22M 0S,10600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Temptation Island: Season 1,No,2025-03-12,99300000.0,9H 24M 0S,10600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Alice in Borderland: Season 1 // 今際の国のアリス: シーズン1,Yes,2020-12-10,68600000.0,6H 29M 0S,10600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Stranger Things 4,Yes,2022-05-27,135500000.0,13H 4M 0S,10400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Formula 1: Drive to Survive: Season 7,Yes,2025-03-07,75700000.0,7H 15M 0S,10400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Sonic Prime: Season 1,Yes,2022-12-15,38800000.0,3H 43M 0S,10400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Lottie Dottie Chicken: 1ª temporada // Galinha Pintadinha: 1ª temporada,No,,5200000.0,30M 0S,10400000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,You: Season 2,Yes,2019-12-26,84900000.0,8H 14M 0S,10300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Barbie Life in the Dreamhouse: Season 1,Yes,,49300000.0,4H 48M 0S,10300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Little Angel: Volume 1,Yes,,38300000.0,3H 44M 0S,10300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Masha and the Bear: Season 2,No,,30200000.0,2H 58M 0S,10200000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,The Creature Cases: Chapter 1,Yes,2022-04-12,58000000.0,5H 43M 0S,10100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Little Angel: Volume 5,Yes,,32100000.0,3H 10M 0S,10100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Squid Game: Making Season 2 // 오징어 게임: 시즌2 제작 이야기,Yes,2025-01-03,4700000.0,28M 0S,10100000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Alpha Males: Season 3 // Machos alfa: Temporada 3,Yes,2025-01-10,56900000.0,5H 46M 0S,9900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Younger: Season 1,No,,41700000.0,4H 13M 0S,9900000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Lottie Dottie Chicken: 2ª temporada // Galinha Pintadinha: 2ª temporada,No,,7000000.0,43M 0S,9800000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Bridgerton: Season 3,Yes,2024-05-16,77500000.0,7H 59M 0S,9700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Young Sheldon: Season 2,No,,69700000.0,7H 10M 0S,9700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,"Love, Death & Robots: Volume 4",Yes,2025-05-15,19800000.0,2H 2M 0S,9700000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Envious: Season 2 // Envidiosa: Temporada 2,Yes,2025-02-05,45500000.0,4H 43M 0S,9600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Masha and the Bear: Season 3,No,,34100000.0,3H 33M 0S,9600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Trolls Holiday Special,Yes,,4300000.0,27M 0S,9600000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Wolf King: Season 1,Yes,2025-03-20,33700000.0,3H 32M 0S,9500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,American Murder: Laci Peterson: Season 1,Yes,2024-08-14,25400000.0,2H 40M 0S,9500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,CoComelon Lane: Season 4,Yes,2025-03-17,12000000.0,1H 16M 0S,9500000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Prison Break: Season 2,No,,149100000.0,16H 2M 0S,9300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Dear Hongrang: Season 1 // 탄금: 시즌 1,Yes,2025-05-16,103400000.0,11H 10M 0S,9300000.0
1_What_We_Watched_A_Netflix_Engagement_Report_2025Jan-Jun,2025Jan-Jun,Suits (2011): Season 1,Yes,,86000000.0,,9300000.0
